headword,CEFR,lemma,pos
invade,A2,invade,VERB
invariable,B2,invariable,ADJ
invariably,B2,invariably,ADV
invasion,B1,invasion,NOUN
invent,A2,invent,NOUN
invention,A2,invention,NOUN
inventor,B2,inventor,NOUN
inverted commas,B2,invert,VERB
invest,B1,invest,VERB
investigate,B2,investigate,VERB
investigation,B1,investigation,NOUN
investigator,B2,investigator,PROPN
investment,B2,investment,NOUN
investor,B2,investor,NOUN
invisible,B2,invisible,ADJ
invitation,B1,invitation,NOUN
invite,A2,invite,VERB
invitingly,B2,invitingly,ADV
invoke,B2,invoke,NOUN
involuntarily,B1,involuntarily,ADV
involve,B1,involve,VERB
involved,B1,involve,VERB
involvement,B2,involvement,NOUN
iron,B1,iron,NOUN
iron,B1,iron,NOUN
ironically,B2,ironically,ADV
ironing,B1,iron,VERB
irrational,B2,irrational,ADJ
irregular,B1,irregular,ADJ
irresistible,B2,irresistible,ADJ
irresistibly,B2,irresistibly,ADV
irresponsible,B2,irresponsible,ADJ
irritate,B1,irritate,VERB
irritated,B2,irritated,ADJ
irritating,B2,irritate,VERB
irritation,B2,irritation,NOUN
is,A1,be,AUX
island,A1,island,NOUN
islander,B2,islander,NOUN
isle,B1,isle,NOUN
isolation,B1,isolation,NOUN
issue,A2,issue,NOUN
issue,B2,issue,NOUN
IT,A2,it,PRON
it,A1,it,PRON
italicize/italicise,B2,italicize,NOUN
itch,B2,itch,VERB
item,A1,item,NOUN
its,A1,its,PRON
its,A1,its,PRON
itself,A2,itself,PRON
ivory,B1,ivory,PROPN
jacket,A1,jacket,NOUN
jade,B1,jade,PROPN
jail/gaol,B1,jail,NOUN
jam,A2,jam,PROPN
jam,B2,jam,PROPN
January,A1,January,PROPN
jar,B1,jar,NOUN
jaw,B2,jaw,ADV
jazz,B1,jazz,NOUN
jealous,B1,jealous,ADJ
jealously,B2,jealously,ADV
jeans,A1,jean,NOUN
jelly,A2,jelly,ADV
jeopardize/jeopardise,B2,jeopardize,VERB
jet,A1,jet,NOUN
jewel,B1,jewel,PROPN
jeweler/jeweller,B2,jeweler,NOUN
jewelry/jewellery,A1,jewelry,NOUN
job,A1,job,NOUN
jog,B2,jog,PROPN
jog,B1,jog,PROPN
jogging,B1,jog,VERB
join,A1,join,VERB
joint,B1,joint,ADJ
joint,B2,joint,ADJ
joke,A2,joke,PROPN
joke,B1,joke,PROPN
journal,B1,journal,PROPN
journalism,B2,journalism,NOUN
journalist,B1,journalist,NOUN
journey,A2,journey,NOUN
joy,A2,joy,NOUN
judge,B1,judge,NOUN
judge,A1,judge,NOUN
judgment/judgement,B1,judgment,NOUN
judo,B2,judo,NOUN
jug,B1,jug,NOUN
juice,A1,juice,PROPN
juicy,B1,juicy,ADJ
July,A1,July,PROPN
jump,B2,jump,NOUN
jump,A1,jump,NOUN
jumper,B1,jumper,PROPN
June,A1,June,PROPN
jungle,B1,jungle,PROPN
junior,A2,junior,PROPN
junk,A2,junk,NOUN
junk food,B2,junk,NOUN
juror,B2,juror,NOUN
jury,B2,jury,NOUN
just,A1,just,ADV
justice,B1,justice,NOUN
justify,B2,justify,VERB
kangaroo,B2,kangaroo,PROPN
karaoke,B2,karaoke,PROPN
keen,B2,keen,ADJ
keep,A1,keep,VERB
keeper,B2,keeper,NOUN
kerosene,B2,kerosene,PROPN
kettle,B1,kettle,PROPN
key,A1,key,ADJ
key,A1,key,ADJ
keyboard,B1,keyboard,PROPN
keystroke,B2,keystroke,PROPN
kick,A1,kick,VERB
kick,A1,kick,VERB
kid,A1,kid,PROPN
kid,B1,kid,PROPN
kill,A1,kill,VERB
killer,A2,killer,NOUN
killing,B1,kill,VERB
kilo,A2,kilo,PROPN
kilogram/kilogramme,A2,kilogram,PROPN
kilometer/kilometre,A2,kilometer,PROPN
kind,A2,kind,ADV
kind,A1,kind,ADV
kindly,A2,kindly,ADV
kindly,B1,kindly,ADV
kindness,B1,kindness,NOUN
king,A1,king,NOUN
kingdom,A2,kingdom,NOUN
kiss,A1,kiss,VERB
kiss,B1,kiss,VERB
kit,A2,kit,PROPN
kitchen,A1,kitchen,NOUN
kite,A1,kite,NOUN
kitten,B1,kitten,VERB
knee,A1,knee,NOUN
kneel,B2,kneel,NOUN
knife,A1,knife,NOUN
knit,B1,knit,VERB
knock,A2,knock,VERB
knock,B1,knock,VERB
knot,B2,knot,NOUN
know,A1,know,VERB
knowingly,B2,knowingly,ADV
knowledge,A2,knowledge,NOUN
known,B2,know,VERB
lab,B1,lab,NOUN
label,B2,label,NOUN
labor/labour,A2,labor,PROPN
laboratory,B1,laboratory,NOUN
laborer/labourer,B2,laborer,PROPN
lack,A2,lack,NOUN
lack,B2,lack,NOUN
ladder,B1,ladder,NOUN
lady,A1,lady,PROPN
lake,A2,lake,PROPN
lamb,B1,lamb,PROPN
lame,B2,lame,ADJ
lamp,A2,lamp,NOUN
lance,B2,lance,NOUN
land,B1,land,NOUN
land,A2,land,NOUN
landing,B2,land,VERB
landlady,B2,landlady,PROPN
landlord,B1,landlord,PROPN
landscape,A2,landscape,NOUN
landslide,B2,landslide,NOUN
lane,A2,lane,NOUN
language,A1,language,NOUN
lap,B2,lap,NOUN
laptop,B2,laptop,NOUN
large,A1,large,ADJ
largely,B1,largely,ADV
lark,B2,lark,NOUN
laser,B2,laser,NOUN
last,B1,last,ADJ
last,A2,last,ADJ
last,A2,last,ADJ
last,B1,last,ADJ
last minute,B2,last,ADJ
last name,A1,last,ADJ
lasting,B1,last,VERB
lastly,B2,lastly,ADV
last-minute,B2,last,ADJ
late,A1,late,ADV
late,A1,late,ADV
latecomer,B1,latecomer,PROPN
lately,B1,lately,ADV
later,B2,later,ADV
later,A1,later,ADV
latest,A2,late,ADJ
latter,B2,latter,ADJ
latter,A2,latter,ADJ
latter,A2,latter,ADJ
laugh,B1,laugh,VERB
laugh,A1,laugh,VERB
laughter,B1,laughter,NOUN
launch,B1,launch,NOUN
laundry,B2,laundry,NOUN
lava,B2,lava,NOUN
law,A2,law,NOUN
lawful,B1,lawful,ADJ
lawmaker,B2,lawmaker,NOUN
lawn,B2,lawn,PROPN
lawsuit,B2,lawsuit,NOUN
lawyer,A2,lawyer,NOUN
lay,B1,lie,VERB
layabout,B2,layabout,ADV
layer,B1,layer,NOUN
laziness,A2,laziness,NOUN
lazy,A1,lazy,ADJ
lead,B1,lead,VERB
lead,A2,lead,VERB
lead,B1,lead,VERB
leader,A1,leader,NOUN
leadership,B1,leadership,NOUN
leading,B1,lead,VERB
leaf,A1,leaf,NOUN
leaflet,B2,leaflet,PROPN
league,B1,league,NOUN
leak,B2,leak,NOUN
leak,B2,leak,NOUN
lean,B1,lean,ADJ
lean,B2,lean,ADJ
leap,B2,leap,NOUN
leap,B1,leap,NOUN
learn,A1,learn,VERB
learner,A2,learner,NOUN
learning,B2,learn,VERB
lease,B2,lease,NOUN
leash,B2,leash,VERB
least,B1,least,ADJ
least,A2,least,ADJ
least,B2,least,ADJ
leather,A2,leather,NOUN
leave,B1,leave,VERB
leave,A1,leave,VERB
lecture,B1,lecture,NOUN
lecturer,B2,lecturer,PROPN
leek,B2,leek,ADJ
left,A1,leave,VERB
left,A2,leave,VERB
left,A2,leave,VERB
left-hand,A2,leave,VERB
leg,A1,leg,PROPN
legal,B1,legal,ADJ
legally,B1,legally,ADV
legend,B2,legend,NOUN
legendary,B2,legendary,ADJ
legislate,B2,legislate,NOUN
legislation,B2,legislation,NOUN
legislative,B2,legislative,PROPN
legislator,B2,legislator,NOUN
legislature,B2,legislature,NOUN
legitimate,B2,legitimate,ADJ
leisure,A2,leisure,NOUN
leisurely,B2,leisurely,ADV
lemon,A2,lemon,VERB
lemonade,A2,lemonade,PROPN
lend,A2,lend,VERB
length,B1,length,NOUN
lengthen,B2,lengthen,VERB
lengthy,B2,lengthy,ADJ
leopard,B2,leopard,NOUN
less,A2,less,ADV
less,A2,less,ADV
less,A2,less,ADV
lessen,B1,lessen,PROPN
lesson,A1,lesson,NOUN
lest,B2,lest,PROPN
let,A1,let,VERB
letter,A1,letter,NOUN
lettuce,B1,lettuce,VERB
level,B1,level,NOUN
level,A2,level,NOUN
level,B2,level,NOUN
liar,B1,liar,NOUN
liberal,B2,liberal,ADJ
liberate,B1,liberate,VERB
liberation,B1,liberation,NOUN
liberty,A2,liberty,NOUN
librarian,B1,librarian,NOUN
library,A1,library,NOUN
license/licence,A2,license,NOUN
lick,B2,lick,PROPN
lid,B2,lid,ADJ
lie,B1,lie,VERB
lie,A2,lie,VERB
life,A1,life,NOUN
lifeguard,B1,lifeguard,PROPN
lifeless,B2,lifeless,ADJ
lifelong,B1,lifelong,ADJ
lifestyle,A2,lifestyle,NOUN
lifetime,B2,lifetime,NOUN
lift,B1,lift,VERB
lift,B1,lift,VERB
light,A1,light,NOUN
light,A1,light,NOUN
light,B1,light,NOUN
lighten,B2,lighten,NOUN
lighter,B1,lighter,ADV
lighting,B2,lighting,NOUN
lightly,B1,lightly,ADV
lightning,B1,lightning,NOUN
like,B1,like,INTJ
like,A1,like,INTJ
like,A1,like,INTJ
likely,A2,likely,ADJ
likeness,B1,likeness,NOUN
likewise,B2,likewise,ADV
lily,A1,lily,ADV
limb,B2,limb,NOUN
limit,B1,limit,VERB
limit,B1,limit,VERB
limitation,B1,limitation,NOUN
limited,B1,limit,VERB
limp,B1,limp,ADJ
line,A1,line,NOUN
line,B2,line,NOUN
linen,B2,linen,NOUN
liner,B2,liner,NOUN
ling,B2,le,VERB
linger,B2,linger,PROPN
link,B1,link,VERB
link,B1,link,VERB
lion,A1,lion,NOUN
lip,A2,lip,NOUN
liquid,B1,liquid,PROPN
liquid,B1,liquid,PROPN
list,A1,list,NOUN
list,B2,list,NOUN
listen,A1,listen,VERB
listener,B2,listener,PROPN
liter/litre,A2,liter,PROPN
literal,B2,literal,ADJ
literally,B2,literally,ADV
literary,B1,literary,ADJ
literature,B1,literature,NOUN
litter,B2,litter,PROPN
little,A1,little,ADJ
little,A1,little,ADJ
little,B1,little,ADJ
little,B1,little,ADJ
live,B1,live,ADJ
live,A1,live,ADJ
lively,A2,lively,ADJ
liver,B1,liver,NOUN
living,A1,live,VERB
living,B2,live,VERB
living room,A1,living,NOUN
load,A2,load,NOUN
load,B2,load,NOUN
loaf,B1,loaf,NOUN
loan,B2,loan,NOUN
lobby,B2,lobby,NOUN
local,A2,local,ADJ
locate,B1,locate,VERB
location,B1,location,NOUN
lock,A2,lock,VERB
lock,B1,lock,VERB
lodge,B1,lodge,VERB
log,B1,log,NOUN
logic,B1,logic,NOUN
logical,A2,logical,ADJ
logo,B1,logo,NOUN
loneliness,B2,loneliness,NOUN
lonely,A1,lonely,ADJ
long,A1,long,ADV
long,A2,long,ADV
long-distance,B2,long,ADJ
long-term,B2,long,ADJ
look,A1,look,VERB
look,A1,look,VERB
loose,A2,loose,ADJ
loosely,B2,loosely,ADV
lorry,B1,lorry,NOUN
lose,A2,lose,VERB
loss,B1,loss,NOUN
lost,A2,lose,VERB
lot,A1,lot,NOUN
lot,A2,lot,NOUN
lot,A1,lot,NOUN
lottery,B1,lottery,NOUN
loud,B1,loud,ADJ
loud,B1,loud,ADJ
loudly,A2,loudly,ADV
loudspeaker,B1,loudspeaker,NOUN
lousy,B2,lousy,ADJ
love,A1,love,NOUN
love,A1,love,NOUN
lovely,A1,lovely,ADJ
lover,A2,lover,PROPN
lovingly,B1,lovingly,ADV
low,A2,low,ADJ
low,A2,low,ADJ
lower,B2,lower,ADV
lowland,B2,lowland,PROPN
loyal,B1,loyal,ADJ
loyalty,B1,loyalty,NOUN
luck,A1,luck,VERB
luckily,A2,luckily,ADV
lucky,A1,lucky,ADJ
lucrative,B2,lucrative,ADJ
luggage,B1,luggage,NOUN
lunch,A1,lunch,NOUN
lunchtime,A2,lunchtime,ADJ
lung,B1,lung,NOUN
lush,B2,lush,ADJ
luxurious,B2,luxurious,ADJ
luxury,B2,luxury,NOUN
luxury,B1,luxury,NOUN
lyric,A2,lyric,NOUN
lyrics,B2,lyric,NOUN
'm,A1,',VERB
machine,A1,machine,NOUN
mad,A2,mad,ADJ
madam,B2,madam,PROPN
madame,B2,madame,NOUN
madness,B2,madness,NOUN
maestro,B2,maestro,PROPN
magazine,A1,magazine,NOUN
magic,A2,magic,NOUN
magic,A2,magic,NOUN
magical,B1,magical,ADJ
magician,B1,magician,PROPN
magnificent,B1,magnificent,ADJ
magnify,B2,magnify,VERB
mail,A1,mail,NOUN
mail,B1,mail,NOUN
mailbox,B1,mailbox,PROPN
main,B1,main,ADJ
main course,A2,main,ADJ
mainly,A2,mainly,ADV
maintain,B1,maintain,VERB
maintenance,B1,maintenance,NOUN
major,A2,major,ADJ
major,B2,major,ADJ
majority,B1,majority,NOUN
make,B2,make,VERB
make,A1,make,VERB
maker,A2,maker,NOUN
make-up,A2,make,VERB
malady,B2,malady,PROPN
malaria,B2,malaria,PROPN
male,B1,male,NOUN
male,A2,male,NOUN
mall,A2,mall,NOUN
mama/mamma,B2,mama,PROPN
man,A1,man,NOUN
manage,A2,manage,VERB
management,B1,management,NOUN
manager,A2,manager,NOUN
mango,B2,mango,PROPN
manipulate,B2,manipulate,NOUN
mankind,B1,mankind,NOUN
manner,A2,manner,PROPN
mansion,B2,mansion,PROPN
manual,B2,manual,NOUN
manual,B2,manual,NOUN
manufacture,B2,manufacture,NOUN
manufacture,B2,manufacture,NOUN
manufacturer,B2,manufacturer,NOUN
manufacturing,B2,manufacture,VERB
many,A1,many,ADJ
many,A1,many,ADJ
map,A1,map,NOUN
maple,B1,maple,NOUN
marathon,B2,marathon,PROPN
marble,B1,marble,NOUN
March,A1,March,PROPN
march,B1,march,PROPN
march,B1,march,PROPN
margin,B2,margin,NOUN
marine,B1,marine,PROPN
mark,A2,mark,PROPN
mark,A2,mark,PROPN
marked,B1,mark,VERB
market,A2,market,NOUN
market,B1,market,NOUN
marketing,B2,marketing,NOUN
marriage,B1,marriage,NOUN
married,A2,marry,VERB
marry,A2,marry,VERB
martial art,B2,martial,ADJ
marvelous/marvellous,A2,marvelous,ADJ
mash,B1,mash,NOUN
mask,B2,mask,PROPN
mass,B1,mass,PROPN
mass,B2,mass,PROPN
massacre,B2,massacre,PROPN
massage,B2,massage,NOUN
masseur,B2,masseur,PROPN
massive,B1,massive,ADJ
master,B2,master,NOUN
masterpiece,B2,masterpiece,PROPN
mastery,B2,mastery,PROPN
match,A1,match,VERB
match,B1,match,VERB
mate,B2,mate,NOUN
material,A2,material,NOUN
math/maths,A1,math,NOUN
mathematical,B2,mathematical,PROPN
mathematician,B1,mathematician,PROPN
mathematics,B1,mathematics,PROPN
matter,A1,matter,NOUN
matter,A2,matter,NOUN
mature,B2,mature,ADJ
mausoleum,B2,mausoleum,NOUN
max,A2,max,PROPN
maximum,B1,maximum,PROPN
maximum,B1,maximum,PROPN
may,A1,may,AUX
May,A1,may,AUX
maybe,A1,maybe,ADV
mayor,B1,mayor,NOUN
me,A1,I,PRON
meal,A1,meal,NOUN
mean,A2,mean,VERB
mean,B2,mean,VERB
mean,A1,mean,VERB
meaning,A2,mean,VERB
meaningful,B1,meaningful,ADJ
means,B2,mean,VERB
meanwhile,B1,meanwhile,ADV
measure,B1,measure,NOUN
measure,B1,measure,NOUN
measurement,B1,measurement,NOUN
meat,A1,meat,NOUN
mechanic,B1,mechanic,NOUN
mechanical,B1,mechanical,PROPN
mechanize/mechanise,B2,mechanize,VERB
medal,A2,medal,PROPN
media,B2,medium,NOUN
medical,A2,medical,ADJ
medication,B2,medication,NOUN
medicine,A1,medicine,NOUN
medieval/mediaeval,B2,medieval,ADJ
mediocre,B2,mediocre,PROPN
meditate,B1,meditate,NOUN
meditation,B1,meditation,NOUN
Mediterranean,B1,Mediterranean,PROPN
medium,B1,medium,ADJ
medium,B1,medium,ADJ
meet,A1,meet,VERB
meeting,A1,meeting,NOUN
melody,B2,melody,NOUN
melon,A2,melon,PROPN
melt,B1,melt,VERB
member,A2,member,NOUN
membership,B1,membership,NOUN
memorable,B1,memorable,ADJ
memorial,B2,memorial,PROPN
memorize/memorise,B1,memorize,VERB
memory,A1,memory,NOUN
mend,B1,mend,PROPN
mental,B1,mental,ADJ
mentally,B1,mentally,ADV
mention,A2,mention,VERB
mention,B1,mention,VERB
mentor,B2,mentor,NOUN
menu,A2,menu,PROPN
merchandise,B2,merchandise,NOUN
merchant,B1,merchant,NOUN
mercy,B2,mercy,NOUN
mere,B1,mere,ADJ
merely,B1,merely,ADV
merge,B2,merge,VERB
merger,B2,merger,NOUN
merry,A1,merry,VERB
mess,B1,mess,NOUN
mess,B2,mess,NOUN
message,A1,message,NOUN
message board,B1,message,PROPN
messenger,B2,messenger,PROPN
messy,B1,messy,NOUN
metal,A2,metal,NOUN
metaphor,B2,metaphor,NOUN
meter/metre,A2,meter,PROPN
method,A2,method,NOUN
metric,B2,metric,ADJ
micro,B2,micro,PROPN
microbe,B2,microbe,PROPN
microcomputer,B2,microcomputer,NOUN
micrometer/micrometre,B2,micrometer,PROPN
microorganism,B2,microorganism,NOUN
microphone,B2,microphone,PROPN
microscope,B2,microscope,NOUN
microscopic,B2,microscopic,ADJ
microscopy,B2,microscopy,NOUN
microwave,B2,microwave,NOUN
midday,A2,midday,NOUN
middle,A1,middle,ADJ
middle,A2,middle,ADJ
middle-aged,B1,middle,ADJ
midnight,A2,midnight,NOUN
midst,B2,midst,NOUN
might,A2,might,AUX
mighty,B2,mighty,ADJ
migration,B2,migration,NOUN
mild,B1,mild,ADJ
mile,B1,mile,NOUN
military,A2,military,NOUN
milk,A1,milk,NOUN
mill,B2,mill,NOUN
millimeter/millimetre,B2,millimeter,PROPN
million,A2,million,NUM
millionaire,B2,millionaire,NOUN
mimic,B2,mimic,ADJ
mind,A1,mind,VERB
mind,A2,mind,VERB
mine,B2,mine,NOUN
mine,A1,mine,NOUN
mineral,B1,mineral,PROPN
mineral water,A2,mineral,NOUN
miniature,B2,miniature,NOUN
minimize/minimise,B1,minimize,VERB
minimum,B1,minimum,ADJ
minimum,B1,minimum,ADJ
minister,B2,minister,PROPN
minor,B1,minor,ADJ
minority,B1,minority,NOUN
mint,B2,mint,PROPN
minus,B1,minus,ADV
minute,A1,minute,NOUN
miracle,B1,miracle,NOUN
mirror,A2,mirror,NOUN
mischief,B1,mischief,PROPN
misconception,B2,misconception,NOUN
miserable,B1,miserable,ADJ
misery,B1,misery,NOUN
misfortune,B2,misfortune,PROPN
mislead,B1,mislead,PROPN
misleading,B2,mislead,VERB
Miss,A1,Miss,PROPN
miss,A1,miss,VERB
missile,B2,missile,NOUN
missing,A2,miss,VERB
mission,B1,mission,NOUN
mist,B2,mist,NOUN
mistake,A2,mistake,NOUN
mistreat,B2,mistreat,NOUN
mistrustful,B2,mistrustful,ADJ
misty,B1,misty,PROPN
misunderstand,B2,misunderstand,NOUN
misunderstanding,B1,misunderstand,VERB
mix,B2,mix,VERB
mix,A2,mix,VERB
mixing bowl,B1,mix,VERB
mixture,B2,mixture,NOUN
mobile,A2,mobile,PROPN
mobile,A1,mobile,PROPN
mobile phone,A1,mobile,ADJ
mobility,B2,mobility,NOUN
mock,B2,mock,ADJ
modal verb/modal,B1,modal,NOUN
model,B1,model,PROPN
model,A2,model,PROPN
model,B1,model,PROPN
modem,B1,modem,PROPN
moderate,B1,moderate,ADJ
modern,A2,modern,ADJ
modernization/modernisation,B2,modernization,NOUN
modernize/modernise,B2,modernize,VERB
modest,B2,modest,ADJ
modification,B2,modification,NOUN
modify,B1,modify,VERB
mogul,B2,mogul,PROPN
moisture,B1,moisture,NOUN
mold/mould,B2,mold,NOUN
molecule,B1,molecule,PROPN
mom,A1,mom,NOUN
moment,A1,moment,NOUN
momentarily,B2,momentarily,ADV
momentary,B2,momentary,PROPN
mommy/mommie,A1,mommy,PROPN
monastery,B2,monastery,NOUN
Monday,A1,Monday,PROPN
money,A1,money,NOUN
monitor,B1,monitor,PROPN
monitor,B1,monitor,PROPN
monk,B1,monk,PROPN
monkey,A1,monkey,PROPN
monster,B1,monster,NOUN
month,A1,month,NOUN
monthly,B1,monthly,ADV
monthly,B1,monthly,ADV
monument,B1,monument,NOUN
mood,A2,mood,NOUN
moody,B2,moody,ADJ
moon,A1,moon,NOUN
moonlight,B2,moonlight,NOUN
moonscape,B2,moonscape,NOUN
moral,B2,moral,ADJ
moral,B1,moral,ADJ
morality,B2,morality,NOUN
morally,B2,morally,ADV
more,B1,more,ADV
more,A1,more,ADV
more,A1,more,ADV
moreover,B1,moreover,ADV
morning,A1,morning,NOUN
mortal,B2,mortal,ADJ
mortar,B2,mortar,NOUN
mortgage,B2,mortgage,NOUN
mortify,B2,mortify,VERB
mosque,A2,mosque,NOUN
mosquito,B1,mosquito,NOUN
moss,B1,moss,PROPN
most,A2,most,ADV
most,A1,most,ADV
most,A2,most,ADV
mostly,A2,mostly,ADV
mother,A1,mother,NOUN
mother-in-law,B2,mother,NOUN
motherland,B1,motherland,NOUN
motion,B2,motion,NOUN
motionless,B1,motionless,NOUN
motivate,B1,motivate,VERB
motivated,B2,motivate,VERB
motivation,B1,motivation,NOUN
motive,B1,motive,NOUN
motor,B1,motor,PROPN
motorbike,B2,motorbike,NOUN
motorcycle,B1,motorcycle,NOUN
motorist,B2,motorist,PROPN
motorway,A2,motorway,PROPN
motto,B1,motto,PROPN
mount,B1,mount,PROPN
mount,B2,mount,PROPN
mountain,A1,mountain,NOUN
mountaintop,B1,mountaintop,NOUN
mourn,B1,mourn,NOUN
mournful,B2,mournful,PROPN
mouse,A1,mouse,PROPN
mouth,A1,mouth,NOUN
move,A1,move,VERB
move,A2,move,VERB
movement,B1,movement,NOUN
mover,B2,mover,ADV
movie,A1,movie,NOUN
moving,B2,move,VERB
MP3 player,A2,mp3,NOUN
Mr./Mr,A1,mr./mr,NOUN
Mrs./Mrs,A1,mrs./mrs,NOUN
Ms./Ms,A2,ms./ms,NOUN
much,A1,much,ADJ
much,A1,much,ADJ
much,A1,much,ADJ
mud,B1,mud,NOUN
muddy,B2,muddy,ADJ
mug,A2,mug,PROPN
mule,B1,mule,ADJ
multiple,B2,multiple,NOUN
multiply,B2,multiply,PROPN
mum,A1,mum,NOUN
mumble,B2,mumble,ADJ
mumble,B2,mumble,ADJ
murder,A2,murder,NOUN
murder,B1,murder,NOUN
murderer,B1,murderer,NOUN
murmur,B2,murmur,PROPN
muscle,B1,muscle,NOUN
muse,B2,muse,PROPN
museum,A2,museum,PROPN
mushroom,A2,mushroom,NOUN
music,A1,music,NOUN
musical,A2,musical,ADJ
musical,B2,musical,ADJ
musician,A1,musician,NOUN
must,A1,must,AUX
mustache/moustache,B2,mustache,PROPN
mustard,B1,mustard,NOUN
mutability,B2,mutability,NOUN
mutable,B2,mutable,ADJ
mutter,B2,mutter,PROPN
mutter,B2,mutter,PROPN
mutton,B2,mutton,PROPN
mutual,B1,mutual,ADJ
my,A1,my,PRON
myself,A2,myself,PRON
mysterious,A2,mysterious,ADJ
mystery,A2,mystery,NOUN
mystify,B2,mystify,NOUN
myth,B1,myth,NOUN
nail,B1,nail,NOUN
naked,B1,naked,ADJ
name,A1,name,NOUN
name,B1,name,NOUN
nano,B2,nano,PROPN
nap,B1,nap,NOUN
napkin,A2,napkin,PROPN
narcissistic,B2,narcissistic,ADJ
narrate,B1,narrate,ADJ
narrative,B1,narrative,NOUN
narrator,B2,narrator,NOUN
narrow,B1,narrow,ADJ
narrowly,B2,narrowly,ADV
nasty,B1,nasty,ADJ
nation,A2,nation,NOUN
national,A2,national,PROPN
nationalist,B1,nationalist,ADJ
nationality,A1,nationality,NOUN
nationwide,B2,nationwide,ADV
nationwide,B2,nationwide,ADV
native,A2,native,ADJ
native speaker,B2,native,ADJ
natural,A2,natural,ADJ
naturally,B1,naturally,ADV
nature,A2,nature,NOUN
naughty,B2,naughty,VERB
naval,B2,naval,ADJ
navigate,B2,navigate,VERB
navigation,B2,navigation,NOUN
navy,B2,navy,PROPN
navy blue,B1,navy,PROPN
near,B1,near,ADP
near,B1,near,ADP
near,A1,near,ADP
nearby,B1,nearby,ADV
nearby,B1,nearby,ADV
nearly,A2,nearly,ADV
neat,B2,neat,ADJ
necessarily,B2,necessarily,ADV
necessary,A2,necessary,ADJ
necessity,B2,necessity,NOUN
neck,A1,neck,NOUN
necklace,B1,necklace,NOUN
nectar,B1,nectar,PROPN
need,A1,need,VERB
need,B2,need,VERB
need,A2,need,VERB
needle,B1,needle,NOUN
needless,B2,needless,ADJ
needy,B2,needy,ADJ
negative,A2,negative,ADJ
negatively,B2,negatively,ADV
neglect,B2,neglect,NOUN
negotiate,B1,negotiate,VERB
negotiation,B1,negotiation,NOUN
neighbor/neighbour,A1,neighbor,PROPN
neighborhood/neighbourhood,B1,neighborhood,NOUN
neighboring/neighbouring,B2,neighboring,NOUN
neither,B2,neither,CCONJ
neither,B2,neither,CCONJ
neither,B2,neither,CCONJ
neither,B2,neither,CCONJ
nephew,B1,nephew,PROPN
nerve,B2,nerve,NOUN
nerves,B2,nerve,NOUN
nervous,A2,nervous,ADJ
nervously,B2,nervously,ADV
nervousness,B1,nervousness,NOUN
ness,B1,ness,NOUN
net,A2,net,NOUN
net,B1,net,NOUN
netsurfer/net surfer,B2,netsurfer,NOUN
network,B1,network,NOUN
neurosis,B2,neurosis,NOUN
neutral,B1,neutral,ADJ
never,A1,never,ADV
nevertheless,B1,nevertheless,ADV
new,A1,new,ADJ
newborn,B1,newborn,ADJ
newcomer,B1,newcomer,NOUN
newly,B1,newly,ADV
news,A1,news,NOUN
newscaster,B2,newscaster,PROPN
newspaper,A1,newspaper,NOUN
newsworthy,B2,newsworthy,ADJ
next,A2,next,ADJ
next,A2,next,ADJ
next,B2,next,ADJ
next door,B1,next,ADJ
next to,A2,next,ADV
next-door,B1,next,ADJ
nice,A1,nice,ADJ
nicely,B2,nicely,ADV
nickname,B1,nickname,PROPN
niece,B1,niece,NOUN
night,A1,night,NOUN
nightclub,B2,nightclub,NOUN
nightlife,B1,nightlife,NOUN
nightmare,B2,nightmare,VERB
nine,A1,nine,NUM
nineteen,A1,nineteen,NUM
ninety,A1,ninety,NUM
no,A1,no,INTJ
no,A1,no,INTJ
no one,A2,no,DET
nobility,B2,nobility,NOUN
noble,B2,noble,ADJ
nobleman,B2,nobleman,PROPN
nobody,A2,nobody,PRON
nod,B1,nod,PROPN
nod,B2,nod,PROPN
noise,A1,noise,PROPN
noisily,B1,noisily,ADV
noisy,A2,noisy,ADJ
nomad,B2,nomad,PROPN
nomination,B2,nomination,NOUN
nominee,B2,nominee,NOUN
none,B1,none,NOUN
nonetheless,B1,nonetheless,ADV
nonprofessional,B2,nonprofessional,ADJ
nonsense,B1,nonsense,NOUN
non-smoking,B2,non,ADJ
noon,A2,noon,NOUN
nor,B1,nor,CCONJ
normal,A2,normal,ADJ
normally,B1,normally,ADV
north,A2,north,NOUN
north,A2,north,NOUN
north,A2,north,NOUN
northeast,B1,northeast,ADV
northeast,B1,northeast,ADV
northeastern,B1,northeastern,PROPN
northern,B1,northern,ADJ
northward,B2,northward,ADV
northwest,B1,northwest,NOUN
northwest,B1,northwest,NOUN
northwestern,B1,northwestern,PROPN
nose,A1,nose,NOUN
nostril,B2,nostril,NOUN
not,A1,not,PART
note,A1,note,VERB
note,A1,note,VERB
notebook,A1,notebook,NOUN
nothing,A1,nothing,PRON
notice,A2,notice,VERB
notice,B1,notice,VERB
noticeable,B1,noticeable,ADJ
noticeboard,B1,noticeboard,VERB
notion,B1,notion,NOUN
notorious,B1,notorious,ADJ
nought,B2,nought,NOUN
noun,A2,noun,PROPN
nourish,B2,nourish,VERB
nourishment,B2,nourishment,NOUN
novel,A2,novel,NOUN
novelist,B1,novelist,NOUN
novelty,B2,novelty,NOUN
November,A1,November,PROPN
now,A1,now,ADV
